index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 4, Census Tract 8236.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823602> block group:4",110781,312,905,1125,0,69,1194,52.6,-666666666,1140,61,580,519,52,,,253800,170318236024
"Block Group 5, Census Tract 810, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081000> block group:5",80241,357,1368,1876,214,198,2567,25.4,1920,2567,58,1795,1690,379,,,-666666666,170310810005
"Block Group 5, Census Tract 8026.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:802605> block group:5",106364,532,1352,695,0,0,1642,30.7,1638,1542,0,1144,1144,51,,,317300,170318026055
"Block Group 2, Census Tract 5805.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:580501> block group:2",-666666666,72,584,91,0,764,928,31.4,833,885,65,496,409,120,,,177500,170315805012
"Block Group 3, Census Tract 5805.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:580501> block group:3",47581,63,963,122,0,1234,1502,32.7,791,1481,62,774,705,295,,,145600,170315805013
"Block Group 3, Census Tract 7003.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:700302> block group:3",63125,69,602,198,6,931,1135,28.5,-666666666,1080,14,486,462,79,,,185400,170317003023
"Block Group 2, Census Tract 7004.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:700402> block group:2",70741,116,862,157,652,449,1258,41.1,-666666666,1183,140,685,545,140,,,155800,170317004022
"Block Group 2, Census Tract 7004.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:700401> block group:2",33646,72,768,87,819,492,1398,35.0,1125,1289,110,674,526,11,,,170400,170317004012
"Block Group 2, Census Tract 8305, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:830500> block group:2",33676,56,804,0,0,1367,1367,30.7,1005,1240,78,465,377,0,,,128500,170318305002
"Block Group 2, Census Tract 8414, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841400> block group:2",-666666666,43,314,31,306,97,434,40.4,1151,431,28,281,253,56,,,-666666666,170318414002
"Block Group 2, Census Tract 514, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:051400> block group:2",111765,304,604,518,107,115,834,30.4,1782,771,42,650,608,137,,,387500,170310514002
"Block Group 1, Census Tract 608, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:060800> block group:1",88333,739,1211,1080,42,119,1500,31.6,1748,1467,62,1193,1131,723,,,180100,170310608001
"Block Group 1, Census Tract 710, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:071000> block group:1",142625,225,432,1918,210,276,2766,19.8,2117,2755,122,1209,1016,260,,,1140600,170310710001
"Block Group 1, Census Tract 901, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:090100> block group:1",77679,187,673,654,0,127,881,49.9,955,811,0,366,352,41,,,321200,170310901001
"Block Group 2, Census Tract 2001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:200100> block group:2",58882,126,859,109,14,987,1175,38.1,998,1146,37,604,567,64,,,257000,170312001002
"Block Group 1, Census Tract 8416, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841600> block group:1",24848,40,417,3,417,159,579,35.5,1182,557,39,295,247,68,,,114700,170318416001
"Block Group 2, Census Tract 8407, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:840700> block group:2",-666666666,35,314,10,18,495,552,33.3,924,504,0,201,201,14,,,270000,170318407002
"Block Group 4, Census Tract 8413, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:841300> block group:4",75074,79,421,88,0,612,700,30.5,1052,688,0,341,341,103,,,245900,170318413004
"Block Group 4, Census Tract 2206.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220602> block group:4",59583,372,946,809,58,602,1577,27.2,1213,1385,65,1014,897,383,,,438500,170312206024
"Block Group 3, Census Tract 2106.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:210602> block group:3",74961,336,1286,506,9,849,1656,35.1,1169,1571,28,1068,1040,299,,,391000,170312106023
"Block Group 2, Census Tract 2209.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220901> block group:2",50776,184,663,295,70,741,1156,25.6,1189,1111,65,685,605,191,,,324400,170312209012
"Block Group 1, Census Tract 2209.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220902> block group:1",48529,114,722,100,7,1009,1142,33.2,1091,1085,7,597,590,127,,,407100,170312209021
"Block Group 2, Census Tract 2004.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:200401> block group:2",55972,113,1546,298,18,2105,2455,32.3,984,2322,131,1360,1220,330,,,258200,170312004012
"Block Group 3, Census Tract 8045.09, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804509> block group:3",76053,82,766,152,251,473,1273,38.2,1172,1202,70,633,563,7,,,182900,170318045093
"Block Group 2, Census Tract 8045.07, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804507> block group:2",122262,923,3010,2015,22,568,4099,38.3,-666666666,3883,67,2372,2305,155,,,326600,170318045072
"Block Group 2, Census Tract 8044.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804403> block group:2",53938,124,924,712,0,556,1320,37.7,1246,1216,85,606,489,0,,,183900,170318044032
"Block Group 1, Census Tract 6809, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:680900> block group:1",13302,31,697,1,960,0,961,48.9,428,930,152,356,177,96,,,-666666666,170316809001
"Block Group 1, Census Tract 6811, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:681100> block group:1",25850,0,331,0,556,94,650,29.1,872,499,30,176,146,122,,,-666666666,170316811001
"Block Group 5, Census Tract 6811, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:681100> block group:5",-666666666,20,198,0,242,0,242,53.3,688,213,8,99,91,79,,,60700,170316811005
"Block Group 1, Census Tract 8388, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838800> block group:1",45357,7,524,10,191,619,820,32.4,831,796,62,438,366,62,,,133900,170318388001
"Block Group 2, Census Tract 8339, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:833900> block group:2",29464,82,677,2,668,410,1105,32.1,1014,963,53,463,388,191,,,137500,170318339002
"Block Group 2, Census Tract 8036.06, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803606> block group:2",61303,68,975,254,0,1437,1708,32.5,968,1673,87,856,769,0,,,109900,170318036062
"Block Group 3, Census Tract 8036.08, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:803608> block group:3",52778,503,1561,1004,187,584,2257,32.9,1413,2111,51,1262,1171,1,,,178400,170318036083
"Block Group 2, Census Tract 8364, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:836400> block group:2",17043,106,673,92,747,45,902,47.3,331,852,63,415,352,82,,,438500,170318364002
"Block Group 1, Census Tract 8365, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:836500> block group:1",45814,103,517,0,1034,0,1058,24.8,953,927,28,446,352,106,,,-666666666,170318365001
"Block Group 2, Census Tract 8396, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:839600> block group:2",76731,160,555,53,761,60,886,38.1,1299,873,64,513,433,137,,,310200,170318396002
"Block Group 1, Census Tract 8356, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:835600> block group:1",16875,6,207,0,178,90,274,48.9,511,248,22,59,37,7,,,192900,170318356001
"Block Group 2, Census Tract 2507, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:250700> block group:2",40707,65,668,0,708,220,1071,43.2,1017,966,0,566,501,49,,,155800,170312507002
"Block Group 4, Census Tract 2513, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251300> block group:4",31500,88,530,18,505,94,676,46.9,925,676,57,290,233,0,,,145200,170312513004
"Block Group 1, Census Tract 3302, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:330200> block group:1",19559,91,754,73,600,0,915,63.6,-666666666,896,0,265,247,155,,,-666666666,170313302001
"Block Group 2, Census Tract 3903, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:390300> block group:2",34327,395,1379,346,1416,84,1897,33.7,921,1648,164,1034,817,256,,,272900,170313903002
"Block Group 2, Census Tract 4008, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:400800> block group:2",12530,98,896,19,1513,38,1570,30.5,767,1408,160,583,423,189,,,175000,170314008002
"Block Group 1, Census Tract 4203, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:420300> block group:1",36719,234,1008,938,1067,229,2768,20.7,1000,2665,238,1267,1005,284,,,252300,170314203001
"Block Group 3, Census Tract 8292, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:829200> block group:3",34946,11,881,108,684,1074,1866,23.3,848,1549,51,679,595,0,,,76000,170318292003
"Block Group 2, Census Tract 8292, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:829200> block group:2",53860,155,1179,579,295,579,1462,50.8,2024,1362,96,683,587,26,,,96800,170318292002
"Block Group 1, Census Tract 3404, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:340400> block group:1",50256,328,1447,240,72,64,1949,38.4,938,1824,53,1102,1049,305,,,241500,170313404001
"Block Group 4, Census Tract 1908, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190800> block group:4",60833,148,1318,65,15,1690,1841,35.3,1303,1690,87,1028,927,104,,,253300,170311908004
"Block Group 2, Census Tract 1908, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:190800> block group:2",-666666666,54,1117,192,0,1307,1578,35.0,1081,1422,99,929,830,108,,,201900,170311908002
"Block Group 5, Census Tract 2513, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251300> block group:5",34412,9,808,0,1052,35,1087,45.2,1117,1044,48,561,513,202,,,171500,170312513005
"Block Group 1, Census Tract 812.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:081202> block group:1",210278,173,533,495,0,0,533,69.8,-666666666,533,10,223,213,20,,,997900,170310812021
"Block Group 2, Census Tract 315.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:031501> block group:2",55707,515,1523,815,522,484,2157,33.3,1029,1991,48,1213,1165,480,,,272500,170310315012
"Block Group 1, Census Tract 315.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:031502> block group:1",54306,461,1086,756,76,609,1441,30.7,960,1370,10,1183,1135,767,,,288300,170310315021
"Block Group 4, Census Tract 404.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:4",139211,206,451,568,23,0,700,30.0,1381,580,18,438,420,109,,,619100,170310404024
"Block Group 5, Census Tract 404.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:040402> block group:5",73507,550,1390,1276,60,461,1887,31.1,1404,1739,38,1280,1222,526,,,283000,170310404025
"Block Group 3, Census Tract 2207.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:220702> block group:3",49559,134,614,255,20,735,1048,30.0,1029,978,55,503,437,123,,,428800,170312207023
"Block Group 1, Census Tract 8422, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:842200> block group:1",86250,1336,2812,2164,501,465,3362,34.6,2145,3254,43,2409,2317,741,,,424800,170318422001
"Block Group 2, Census Tract 8437, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:843700> block group:2",113864,289,966,754,21,499,1351,34.9,1700,1214,18,849,824,251,,,472100,170318437002
"Block Group 2, Census Tract 8349, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834900> block group:2",14688,55,779,14,1073,2,1130,49.5,710,1111,90,293,180,85,,,113000,170318349002
"Block Group 4, Census Tract 8350, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:4",22450,84,789,18,711,350,1079,44.2,776,1009,51,390,292,68,,,159400,170318350004
"Block Group 4, Census Tract 8155, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815500> block group:4",83149,135,968,354,32,1289,1675,29.6,740,1476,47,940,868,144,,,217200,170318155004
"Block Group 6, Census Tract 8155, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:815500> block group:6",52321,142,572,160,40,791,1027,29.6,1488,959,69,459,390,31,,,255000,170318155006
"Block Group 1, Census Tract 8180, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:818000> block group:1",64167,230,1175,56,1450,29,1617,39.1,1606,1517,67,850,755,80,,,144100,170318180001
"Block Group 3, Census Tract 8289, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:828900> block group:3",36523,62,412,32,529,200,835,23.9,1063,698,106,343,237,0,,,259200,170318289003
"Block Group 4, Census Tract 8299.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:829901> block group:4",81531,704,3313,1812,1605,731,4318,44.0,2163,4053,203,2155,1885,289,,,173900,170318299014
"Block Group 2, Census Tract 8299.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:829902> block group:2",77344,191,1224,162,2277,0,2439,25.4,2632,1981,431,1176,745,45,,,170000,170318299022
"Block Group 4, Census Tract 8299.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:829902> block group:4",60857,179,651,20,850,0,870,53.4,-666666666,870,153,620,432,0,,,94800,170318299024
"Block Group 2, Census Tract 8310, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831000> block group:2",145694,463,956,1088,19,25,1236,33.5,1884,1136,27,928,891,301,,,687500,170318310002
"Block Group 2, Census Tract 7709.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:770902> block group:2",52077,247,1379,1645,0,240,1933,40.3,916,1801,12,777,765,64,,,324300,170317709022
"Block Group 3, Census Tract 8046.11, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804611> block group:3",111172,237,715,757,0,105,1003,48.8,-666666666,967,0,506,491,14,,,346500,170318046113
"Block Group 3, Census Tract 8046.08, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804608> block group:3",115500,405,1207,851,10,85,1544,46.4,1626,1454,42,853,783,37,,,268200,170318046083
"Block Group 1, Census Tract 8046.09, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804609> block group:1",143413,504,1745,956,47,50,2429,41.2,1627,2296,104,1334,1230,122,,,557100,170318046091
"Block Group 3, Census Tract 207.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020702> block group:3",49082,375,1169,519,92,754,2041,36.1,1123,1653,109,825,639,85,,,140100,170310207023
"Block Group 1, Census Tract 1505.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:150502> block group:1",61722,223,1372,1080,26,886,2067,35.9,1129,1891,42,1104,1062,93,,,274400,170311505021
"Block Group 1, Census Tract 203.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020302> block group:1",-666666666,331,1054,1069,260,76,1600,31.1,1520,1281,13,555,542,147,,,-666666666,170310203021
"Block Group 2, Census Tract 209.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:020902> block group:2",40372,352,1354,799,117,486,2085,33.3,1053,2013,93,919,800,205,,,112600,170310209022
"Block Group 2, Census Tract 107.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:010701> block group:2",68947,510,1638,953,489,594,2239,38.2,1194,2064,39,1460,1385,302,,,226500,170310107012
"Block Group 3, Census Tract 8343, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:3",-666666666,43,284,5,405,0,441,38.6,-666666666,441,0,157,140,23,,,-666666666,170318343003
"Block Group 6, Census Tract 8343, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:6",77067,236,1074,14,1200,0,1262,53.7,-666666666,1224,101,519,418,78,,,150000,170318343006
"Block Group 4, Census Tract 8342, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834200> block group:4",91399,149,731,0,1038,0,1038,45.8,1116,900,0,662,662,128,,,228400,170318342004
"Block Group 1, Census Tract 8344, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:834400> block group:1",23565,77,691,7,1007,0,1014,37.3,1095,980,40,397,357,211,,,181700,170318344001
"Block Group 4, Census Tract 8439, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:843900> block group:4",-666666666,138,382,15,483,0,526,40.5,743,511,0,353,353,158,,,159400,170318439004
"Block Group 1, Census Tract 8439, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:843900> block group:1",-666666666,64,575,37,723,12,783,38.9,1009,746,0,187,173,76,,,-666666666,170318439001
"Block Group 3, Census Tract 8312, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831200> block group:3",38306,150,1157,213,138,1268,1619,36.3,781,1503,48,828,763,135,,,214800,170318312003
"Block Group 6, Census Tract 8316, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:6",37500,14,372,75,14,468,573,30.2,1040,523,31,283,252,51,,,412000,170318316006
"Block Group 3, Census Tract 1606.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:160601> block group:3",71750,427,1039,928,63,468,1589,35.3,1223,1406,37,936,899,229,,,351800,170311606013
"Block Group 1, Census Tract 7608.03, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:760803> block group:1",54818,261,1314,1189,44,180,1574,37.3,1305,1403,0,865,848,158,,,218800,170317608031
"Block Group 1, Census Tract 5401.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:540102> block group:1",8865,7,337,0,692,7,699,21.6,529,553,109,259,150,100,,,-666666666,170315401021
"Block Group 2, Census Tract 5401.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:540101> block group:2",22454,0,592,0,1046,0,1046,27.4,1214,946,121,460,322,140,,,-666666666,170315401012
"Block Group 3, Census Tract 4402.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440201> block group:3",-666666666,48,386,0,575,0,664,39.6,1032,664,73,231,158,31,,,-666666666,170314402013
"Block Group 3, Census Tract 8045.10, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804510> block group:3",57500,128,867,92,117,1322,1733,25.0,936,1594,170,921,718,0,,,192100,170318045103
"Block Group 2, Census Tract 8043.09, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804309> block group:2",77292,149,618,448,109,157,900,38.3,-666666666,835,9,512,495,30,,,195100,170318043092
"Block Group 2, Census Tract 8044.04, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:804404> block group:2",76250,77,863,443,0,969,1608,31.0,1368,1440,27,845,818,0,,,178100,170318044042
"Block Group 1, Census Tract 4907, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:490700> block group:1",-666666666,51,402,0,660,0,660,36.5,1192,644,106,372,266,85,,,98800,170314907001
"Block Group 2, Census Tract 5001, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:500100> block group:2",44315,65,490,0,589,13,602,57.3,-666666666,580,14,237,223,69,,,116700,170315001002
"Block Group 1, Census Tract 5204, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:520400> block group:1",87955,69,601,125,61,547,733,42.1,1561,723,17,379,362,9,,,132600,170315204001
"Block Group 4, Census Tract 5204, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:520400> block group:4",42443,71,625,48,0,1145,1193,26.1,921,1095,73,533,460,80,,,115700,170315204004
"Block Group 2, Census Tract 8209.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:820902> block group:2",85139,173,1047,616,239,899,1766,31.2,1360,1624,27,890,863,117,,,170000,170318209022
"Block Group 1, Census Tract 8210.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821001> block group:1",53672,136,752,721,0,497,1274,39.2,1138,1150,0,649,620,14,,,200500,170318210011
"Block Group 4, Census Tract 8210.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821002> block group:4",58125,99,678,602,23,571,1196,26.8,1678,1146,22,575,553,0,,,265000,170318210024
"Block Group 2, Census Tract 8210.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:821002> block group:2",52708,89,765,738,0,307,1045,46.8,899,1004,38,464,426,9,,,201300,170318210022
"Block Group 4, Census Tract 2426, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:242600> block group:4",45921,138,687,293,159,297,781,36.0,1402,781,0,556,556,243,,,388400,170312426004
"Block Group 2, Census Tract 8227.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:822702> block group:2",105000,111,408,481,0,129,610,32.4,-666666666,538,0,323,295,22,,,267200,170318227022
"Block Group 1, Census Tract 8227.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:822702> block group:1",52067,413,1701,1642,342,277,2340,43.2,1036,2186,135,1048,872,70,,,189200,170318227021
"Block Group 1, Census Tract 2427, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:242700> block group:1",52415,434,1310,521,380,691,1682,34.5,1086,1553,42,1045,986,310,,,417700,170312427001
"Block Group 1, Census Tract 2433, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:243300> block group:1",93173,328,861,573,32,320,1037,31.9,1407,1016,0,781,781,307,,,437000,170312433001
"Block Group 2, Census Tract 2503, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:250300> block group:2",50030,45,663,0,609,416,1033,28.9,1169,949,26,500,474,189,,,206400,170312503002
"Block Group 1, Census Tract 2515, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251500> block group:1",-666666666,46,481,0,659,209,903,25.5,1084,789,43,322,256,50,,,239100,170312515001
"Block Group 4, Census Tract 2515, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251500> block group:4",20556,65,1012,56,1344,111,1511,40.1,982,1454,222,689,456,242,,,170000,170312515004
"Block Group 2, Census Tract 2519, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:251900> block group:2",46983,25,737,103,1398,131,1632,23.7,1085,1283,160,701,516,157,,,206000,170312519002
"Block Group 1, Census Tract 8123.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812301> block group:1",85833,283,666,542,10,70,775,58.9,-666666666,722,10,360,350,106,,,210400,170318123011
"Block Group 1, Census Tract 8128.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812801> block group:1",50795,515,1665,1244,469,138,2075,41.4,975,2010,85,1168,1028,353,,,177300,170318128011
"Block Group 4, Census Tract 8390, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:4",108190,240,987,1130,138,133,1632,29.0,-666666666,1536,54,1294,1216,281,,,279500,170318390004
"Block Group 1, Census Tract 8390, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:839000> block group:1",133341,1029,2100,1691,280,389,2612,33.1,1957,2532,73,1910,1819,303,,,303100,170318390001
"Block Group 2, Census Tract 8329, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:832900> block group:2",84625,224,494,585,29,0,874,26.1,1888,832,146,732,586,120,,,760400,170318329002
"Block Group 1, Census Tract 8381, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:838100> block group:1",12743,218,998,319,504,118,1042,51.7,369,1019,34,472,428,115,,,251900,170318381001
"Block Group 1, Census Tract 8241.15, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:824115> block group:1",96719,236,1511,1731,66,210,2044,49.6,-666666666,1883,13,824,726,8,,,240400,170318241151
"Block Group 1, Census Tract 8238.05, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:823805> block group:1",42137,202,1076,1007,32,277,1357,45.9,-666666666,1293,18,604,490,13,,,139400,170318238051
"Block Group 3, Census Tract 3018.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:301802> block group:3",31827,87,869,26,0,1527,1560,28.7,800,1455,66,687,614,133,,,121500,170313018023
"Block Group 5, Census Tract 8316, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:5",87222,40,1092,380,55,1146,1666,39.3,1480,1562,18,859,841,121,,,303400,170318316005
"Block Group 1, Census Tract 8315, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831500> block group:1",54750,182,1643,814,60,1334,2336,35.6,882,2110,37,1261,1203,142,,,218500,170318315001
"Block Group 2, Census Tract 8311, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:831100> block group:2",81198,248,1703,730,1,1389,2312,32.3,1157,2228,39,1249,1193,372,,,295700,170318311002
"Block Group 1, Census Tract 4402.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440202> block group:1",27946,166,697,0,999,34,1033,38.1,892,1033,128,435,307,187,,,178600,170314402021
"Block Group 1, Census Tract 4401.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440102> block group:1",33966,114,913,169,1232,0,1422,27.7,825,1240,40,858,786,233,,,160300,170314401021
"Block Group 2, Census Tract 4401.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:440102> block group:2",42064,77,424,0,485,0,485,54.1,938,469,48,238,190,61,,,159200,170314401022
"Block Group 1, Census Tract 4909.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:490901> block group:1",33889,36,968,0,1334,18,1352,39.0,977,1232,57,567,510,223,,,130000,170314909011
"Block Group 1, Census Tract 6503.02, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:650302> block group:1",53162,60,1119,97,0,1805,1912,30.1,1192,1765,76,1047,919,111,,,146400,170316503021
"Block Group 3, Census Tract 8138.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:813801> block group:3",45167,47,538,20,0,878,898,29.8,865,842,24,470,446,41,,,225000,170318138013
"Block Group 4, Census Tract 7005.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:4",86836,125,869,0,851,23,1040,54.3,-666666666,1040,40,558,467,98,,,182100,170317005014
"Block Group 2, Census Tract 7005.01, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:700501> block group:2",35972,46,535,87,549,7,643,59.9,-666666666,597,17,163,146,0,,,111900,170317005012
"Block Group 1, Census Tract 8120, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812000> block group:1",128839,179,575,677,33,0,710,51.7,-666666666,661,0,411,411,75,,,660200,170318120001
"Block Group 3, Census Tract 8122, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812200> block group:3",191250,237,739,908,94,36,1142,40.7,1250,1026,29,538,509,138,,,613700,170318122003
"Block Group 4, Census Tract 8122, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:812200> block group:4",169444,125,558,618,64,45,786,52.5,875,746,19,360,341,106,,,593300,170318122004
"Block Group 4, Census Tract 6501, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:650100> block group:4",52656,60,423,48,12,630,690,34.2,-666666666,558,33,378,345,96,,,170800,170316501004
"Block Group 1, Census Tract 6705, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:670500> block group:1",24200,35,596,6,649,256,922,38.8,955,880,103,395,292,54,,,92800,170316705001
"Block Group 2, Census Tract 6814, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:681400> block group:2",42031,5,260,0,384,0,384,44.0,1539,384,35,140,105,56,,,123000,170316814002
"Block Group 1, Census Tract 3802, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:380200> block group:1",172679,77,316,13,282,0,325,35.1,1347,325,0,238,238,76,,,304200,170313802001
"Block Group 1, Census Tract 5003, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:500300> block group:1",40515,108,513,167,278,226,735,33.8,882,681,107,453,346,102,,,143400,170315003001
"Block Group 1, Census Tract 5205, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:520500> block group:1",101250,134,659,155,0,744,899,39.5,729,880,81,603,522,45,,,112300,170315205001
"Block Group 2, Census Tract 5304, Cook County, Illinois: Summary level: 150, state:17> county:031> tract:530400> block group:2",71625,182,1034,24,1567,0,1597,38.6,-666666666,1423,86,797,706,193,,,135400,170315304002
