index,median_household_income,edu_bachelors,edu_total_over_25,race_white,race_black,race_hispanic,total_population,median_age,median_gross_rent,lang_total,emp_unemployed,emp_labor_force,commute_total,commute_public_transit,poverty_count,poverty_universe,median_housing_value,GEOID
"Block Group 1; Census Tract 8309; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:830900> block group:1",140769,603,1185,1129,11,72,1399,31.2,2359,1377,28,1258,1230,420,,,383300,170318309001
"Block Group 2; Census Tract 8309; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:830900> block group:2",123125,264,629,397,0,359,826,31.6,1949,757,0,506,491,51,,,582100,170318309002
"Block Group 3; Census Tract 8309; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:830900> block group:3",88417,142,449,169,59,504,732,34.3,1417,662,66,397,331,68,,,494400,170318309003
"Block Group 1; Census Tract 8310; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831000> block group:1",189500,479,939,924,0,135,1080,34.8,2906,1009,23,847,810,181,,,619600,170318310001
"Block Group 2; Census Tract 8310; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831000> block group:2",169800,347,942,970,37,41,1144,36.4,1781,1040,54,772,718,185,,,850500,170318310002
"Block Group 1; Census Tract 8311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831100> block group:1",65208,152,723,299,0,728,1077,34.7,1387,1007,10,749,739,271,,,347400,170318311001
"Block Group 2; Census Tract 8311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831100> block group:2",113873,345,1383,691,79,987,1958,36.3,1453,1937,65,1073,989,211,,,413900,170318311002
"Block Group 3; Census Tract 8311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831100> block group:3",74250,442,1219,902,25,576,1616,40.6,1498,1583,85,1028,943,247,,,461300,170318311003
"Block Group 4; Census Tract 8311; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831100> block group:4",110487,665,1777,1200,0,1322,2540,31.4,1752,2513,0,1463,1444,392,,,351000,170318311004
"Block Group 1; Census Tract 8312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831200> block group:1",61250,21,475,95,0,742,837,35.2,1208,837,11,545,534,166,,,363600,170318312001
"Block Group 2; Census Tract 8312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831200> block group:2",46480,100,1396,105,115,1808,2028,40.5,1294,1947,39,977,930,84,,,260100,170318312002
"Block Group 3; Census Tract 8312; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831200> block group:3",74479,117,1084,175,58,1576,1845,30.3,957,1710,144,1053,900,376,,,252300,170318312003
"Block Group 1; Census Tract 8313; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831300> block group:1",43144,95,903,6,254,860,1176,49.2,1260,1089,23,448,365,109,,,311700,170318313001
"Block Group 1; Census Tract 8314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831400> block group:1",72716,42,316,0,327,46,373,33.5,768,316,29,164,135,113,,,196400,170318314001
"Block Group 2; Census Tract 8314; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831400> block group:2",29167,254,1784,422,1178,732,2589,41.5,947,2369,77,773,661,120,,,181000,170318314002
"Block Group 1; Census Tract 8315; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831500> block group:1",76797,188,2113,957,185,1690,3066,35.5,995,2949,110,1763,1593,207,,,287200,170318315001
"Block Group 2; Census Tract 8315; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831500> block group:2",95313,156,552,161,168,436,793,32.9,2163,755,9,463,448,62,,,328600,170318315002
"Block Group 1; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:1",96272,44,992,295,54,930,1388,43.9,-666666666,1204,46,769,700,50,,,310400,170318316001
"Block Group 2; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:2",-666666666,122,918,205,84,986,1385,37.3,1526,1385,63,684,589,24,,,263200,170318316002
"Block Group 3; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:3",-666666666,104,650,400,59,520,1045,34.0,1734,932,33,512,479,32,,,273000,170318316003
"Block Group 4; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:4",50428,187,1409,853,352,480,1685,55.9,999,1621,42,808,766,26,,,291100,170318316004
"Block Group 5; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:5",79016,18,704,218,0,1035,1253,33.1,942,1108,22,511,467,62,,,316800,170318316005
"Block Group 6; Census Tract 8316; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831600> block group:6",-666666666,55,386,286,24,100,465,60.4,-666666666,413,15,249,234,0,,,380800,170318316006
"Block Group 1; Census Tract 8317; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831700> block group:1",44653,420,1628,978,61,1024,2224,42.5,902,2083,53,1230,1141,187,,,401700,170318317001
"Block Group 1; Census Tract 8318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831800> block group:1",108167,292,811,587,0,174,1000,38.4,1450,943,0,680,680,80,,,263300,170318318001
"Block Group 2; Census Tract 8318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831800> block group:2",76391,133,749,476,202,276,1432,26.7,1694,1166,39,574,516,130,,,313500,170318318002
"Block Group 3; Census Tract 8318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831800> block group:3",80301,248,1577,423,18,442,2491,32.4,1426,2187,0,1087,1045,458,,,-666666666,170318318003
"Block Group 4; Census Tract 8318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831800> block group:4",64206,274,1265,1247,28,153,1970,33.0,1106,1745,100,1015,901,112,,,480600,170318318004
"Block Group 5; Census Tract 8318; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831800> block group:5",100651,159,781,376,14,378,1025,41.2,1145,906,0,748,748,129,,,206000,170318318005
"Block Group 1; Census Tract 8319; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831900> block group:1",176944,521,898,1239,9,167,1488,29.1,2018,1408,51,1179,1128,399,,,496100,170318319001
"Block Group 2; Census Tract 8319; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:831900> block group:2",116667,429,1346,1121,61,190,1586,34.2,1991,1545,8,1121,1034,433,,,612000,170318319002
"Block Group 1; Census Tract 8320; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832000> block group:1",128828,726,1313,1317,52,139,1701,30.6,2147,1663,57,1488,1400,438,,,506600,170318320001
"Block Group 1; Census Tract 8321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832100> block group:1",71875,652,1270,732,881,216,1914,29.2,1098,1741,48,1165,1063,339,,,418400,170318321001
"Block Group 2; Census Tract 8321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832100> block group:2",134792,317,596,577,138,45,860,29.6,2547,822,0,717,703,210,,,750000,170318321002
"Block Group 3; Census Tract 8321; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832100> block group:3",86304,306,616,514,0,178,818,31.2,1660,810,68,685,617,324,,,382900,170318321003
"Block Group 1; Census Tract 8322; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832200> block group:1",138036,341,618,549,93,48,866,31.2,1665,768,0,707,697,199,,,830100,170318322001
"Block Group 2; Census Tract 8322; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832200> block group:2",152778,710,1381,1406,0,107,1727,33.1,1871,1688,10,1293,1283,284,,,905000,170318322002
"Block Group 3; Census Tract 8322; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832200> block group:3",153523,262,481,434,0,102,623,37.0,1797,566,10,445,435,162,,,1021300,170318322003
"Block Group 1; Census Tract 8323; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832300> block group:1",119886,646,1594,1271,158,251,1938,31.5,2033,1891,33,1475,1438,328,,,596100,170318323001
"Block Group 1; Census Tract 8324; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832400> block group:1",130096,828,1530,1352,115,275,1876,33.2,1793,1747,41,1471,1421,393,,,451900,170318324001
"Block Group 2; Census Tract 8324; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832400> block group:2",132955,424,1296,812,82,661,1682,33.8,2294,1559,65,1100,1028,246,,,753700,170318324002
"Block Group 1; Census Tract 8325; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832500> block group:1",87241,295,767,719,63,194,1126,31.9,-666666666,1053,57,672,604,174,,,734200,170318325001
"Block Group 2; Census Tract 8325; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832500> block group:2",202292,563,1401,1721,80,172,2151,32.5,2230,1963,38,1249,1202,302,,,958300,170318325002
"Block Group 1; Census Tract 8326; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832600> block group:1",168472,335,697,931,0,19,959,28.8,2354,920,68,642,574,289,,,648400,170318326001
"Block Group 2; Census Tract 8326; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832600> block group:2",208125,344,734,796,1,39,965,37.2,1964,836,9,609,600,139,,,868600,170318326002
"Block Group 3; Census Tract 8326; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832600> block group:3",213750,727,1621,2044,39,103,2424,30.1,2371,2139,75,1687,1612,544,,,955100,170318326003
"Block Group 1; Census Tract 8329; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832900> block group:1",66595,328,592,562,0,35,958,26.6,1808,958,30,597,567,80,,,657600,170318329001
"Block Group 2; Census Tract 8329; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:832900> block group:2",90156,141,616,445,54,113,1134,26.4,1949,1134,14,692,678,118,,,461300,170318329002
"Block Group 1; Census Tract 8330; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833000> block group:1",194218,1040,2217,2310,0,63,2741,34.4,2783,2384,188,2060,1854,516,,,682300,170318330001
"Block Group 2; Census Tract 8330; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833000> block group:2",154688,785,1591,1472,179,20,1936,31.9,3028,1828,0,1458,1437,143,,,655800,170318330002
"Block Group 1; Census Tract 8331; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833100> block group:1",137267,370,583,436,272,33,767,30.2,3012,745,17,581,564,182,,,379000,170318331001
"Block Group 2; Census Tract 8331; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833100> block group:2",176039,1031,2325,1286,231,284,2513,32.9,2445,2422,31,2125,2058,388,,,502400,170318331002
"Block Group 3; Census Tract 8331; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833100> block group:3",173589,906,1835,1534,0,145,2374,37.7,3051,2159,21,1707,1686,235,,,564300,170318331003
"Block Group 4; Census Tract 8331; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833100> block group:4",116984,1048,2099,1913,0,149,2815,32.4,2846,2728,59,2159,2100,340,,,611400,170318331004
"Block Group 1; Census Tract 8333; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833300> block group:1",85096,638,1510,1107,113,234,2686,26.6,2125,2466,158,1793,1580,217,,,477800,170318333001
"Block Group 1; Census Tract 8339; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833900> block group:1",49000,80,701,15,756,908,1698,20.0,877,1377,138,644,496,109,,,-666666666,170318339001
"Block Group 2; Census Tract 8339; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:833900> block group:2",37386,96,707,26,513,423,998,44.5,1038,922,124,433,309,49,,,155500,170318339002
"Block Group 1; Census Tract 8340; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834000> block group:1",38318,194,1437,0,2330,0,2558,29.3,1306,2238,319,1184,865,235,,,-666666666,170318340001
"Block Group 2; Census Tract 8340; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834000> block group:2",52188,44,494,0,716,0,716,39.4,1186,648,64,345,255,109,,,163000,170318340002
"Block Group 1; Census Tract 8342; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834200> block group:1",-666666666,139,1417,0,1908,0,1908,44.5,1123,1895,191,773,582,287,,,117700,170318342001
"Block Group 2; Census Tract 8342; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834200> block group:2",-666666666,100,1026,5,1678,21,1704,28.1,1334,1421,178,741,563,59,,,-666666666,170318342002
"Block Group 3; Census Tract 8342; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834200> block group:3",62826,257,1237,0,1813,0,1813,38.4,1166,1770,109,832,723,104,,,-666666666,170318342003
"Block Group 4; Census Tract 8342; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834200> block group:4",-666666666,84,264,0,264,0,264,54.1,-666666666,264,0,207,207,0,,,-666666666,170318342004
"Block Group 1; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:1",-666666666,155,1093,0,1509,0,1509,38.0,1133,1264,40,902,862,310,,,267200,170318343001
"Block Group 2; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:2",19574,25,852,0,1166,49,1267,59.7,-666666666,1185,79,311,232,130,,,164800,170318343002
"Block Group 3; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:3",82662,18,520,3,698,0,701,73.0,-666666666,701,182,318,136,80,,,188800,170318343003
"Block Group 4; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:4",-666666666,134,398,0,392,0,507,49.7,-666666666,507,0,330,330,0,,,254100,170318343004
"Block Group 5; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:5",-666666666,163,750,0,969,0,984,42.8,-666666666,899,80,522,442,47,,,223300,170318343005
"Block Group 6; Census Tract 8343; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834300> block group:6",51763,365,855,0,1030,0,1218,43.2,-666666666,1188,0,562,469,80,,,190700,170318343006
"Block Group 1; Census Tract 8344; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834400> block group:1",80000,196,656,173,646,0,835,41.4,1375,791,120,516,396,183,,,416100,170318344001
"Block Group 2; Census Tract 8344; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834400> block group:2",85696,175,1078,247,925,47,1748,34.3,1636,1748,136,1095,939,182,,,341500,170318344002
"Block Group 3; Census Tract 8344; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834400> block group:3",19760,164,1207,62,1501,76,1680,36.7,983,1538,71,749,651,283,,,296900,170318344003
"Block Group 1; Census Tract 8345; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834500> block group:1",48393,12,899,20,1462,0,1572,31.3,1176,1425,99,750,651,162,,,-666666666,170318345001
"Block Group 1; Census Tract 8346; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834600> block group:1",23785,15,653,4,740,171,915,45.4,759,836,111,348,233,37,,,246200,170318346001
"Block Group 2; Census Tract 8346; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834600> block group:2",32808,36,681,17,820,57,910,50.7,979,910,87,467,380,33,,,259200,170318346002
"Block Group 1; Census Tract 8347; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834700> block group:1",15375,36,385,0,297,176,507,37.4,793,469,34,194,160,41,,,93500,170318347001
"Block Group 2; Census Tract 8347; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834700> block group:2",-666666666,41,204,15,268,20,303,43.9,1131,303,53,182,110,18,,,169400,170318347002
"Block Group 3; Census Tract 8347; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834700> block group:3",50565,37,422,0,534,0,534,53.3,1281,512,0,208,208,63,,,221200,170318347003
"Block Group 1; Census Tract 8348; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834800> block group:1",20521,99,315,0,355,12,379,46.8,-666666666,366,49,253,204,24,,,223000,170318348001
"Block Group 2; Census Tract 8348; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834800> block group:2",11850,30,488,18,624,25,671,55.3,490,658,42,173,131,39,,,-666666666,170318348002
"Block Group 3; Census Tract 8348; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834800> block group:3",41875,61,410,0,570,56,633,41.3,977,624,52,263,211,39,,,110500,170318348003
"Block Group 1; Census Tract 8349; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834900> block group:1",29297,24,158,0,275,0,275,43.6,979,275,30,67,37,13,,,-666666666,170318349001
"Block Group 2; Census Tract 8349; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:834900> block group:2",14743,12,576,9,599,1,630,52.5,473,630,43,182,130,70,,,111600,170318349002
"Block Group 1; Census Tract 8350; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:1",23075,42,794,0,428,947,1375,30.4,-666666666,1120,139,396,257,15,,,91600,170318350001
"Block Group 2; Census Tract 8350; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:2",-666666666,0,612,37,501,534,1072,28.5,918,905,263,592,329,14,,,160000,170318350002
"Block Group 3; Census Tract 8350; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:3",56895,78,1266,50,328,1408,1911,36.0,1066,1853,100,846,746,234,,,176000,170318350003
"Block Group 4; Census Tract 8350; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:4",-666666666,105,652,0,501,251,752,60.3,869,703,0,284,284,85,,,119100,170318350004
"Block Group 5; Census Tract 8350; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835000> block group:5",-666666666,0,327,0,146,293,439,50.9,953,439,74,276,202,102,,,-666666666,170318350005
"Block Group 1; Census Tract 8351; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835100> block group:1",55135,0,568,55,135,705,920,33.2,1080,865,0,424,401,59,,,162500,170318351001
"Block Group 2; Census Tract 8351; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835100> block group:2",-666666666,68,461,14,133,767,914,25.1,685,829,0,308,279,116,,,140600,170318351002
"Block Group 3; Census Tract 8351; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835100> block group:3",33705,30,740,22,140,1201,1365,29.2,1227,1225,75,508,389,20,,,145100,170318351003
"Block Group 4; Census Tract 8351; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835100> block group:4",127826,50,787,21,175,1255,1467,25.6,831,1377,98,820,588,203,,,240300,170318351004
"Block Group 1; Census Tract 8352; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835200> block group:1",79875,204,1612,348,178,1677,2276,37.3,1081,2138,99,1290,1133,187,,,257500,170318352001
"Block Group 1; Census Tract 8355; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835500> block group:1",12148,47,528,31,612,34,703,62.2,298,687,85,210,110,22,,,252000,170318355001
"Block Group 2; Census Tract 8355; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835500> block group:2",24940,50,380,20,516,146,690,30.6,1298,640,67,294,185,56,,,99000,170318355002
"Block Group 1; Census Tract 8356; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835600> block group:1",12173,0,273,0,284,41,335,63.5,366,303,30,48,18,0,,,-666666666,170318356001
"Block Group 2; Census Tract 8356; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835600> block group:2",15847,0,302,0,413,0,414,42.5,906,414,39,127,88,0,,,209700,170318356002
"Block Group 1; Census Tract 8358; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:835800> block group:1",79868,311,1217,0,1642,178,1852,29.8,1465,1784,188,1190,946,325,,,263800,170318358001
"Block Group 1; Census Tract 8360; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836000> block group:1",-666666666,178,783,52,932,10,1037,39.1,1114,970,50,610,481,131,,,298800,170318360001
"Block Group 2; Census Tract 8360; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836000> block group:2",137097,200,610,50,923,9,1026,33.3,1757,827,10,584,552,13,,,344100,170318360002
"Block Group 3; Census Tract 8360; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836000> block group:3",57969,89,441,15,897,27,959,22.8,1159,881,113,439,319,99,,,293600,170318360003
"Block Group 1; Census Tract 8361; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836100> block group:1",17679,80,440,8,640,12,671,30.4,547,579,55,261,206,48,,,135400,170318361001
"Block Group 2; Census Tract 8361; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836100> block group:2",-666666666,189,714,43,997,0,1156,32.7,1333,1109,127,640,513,67,,,269500,170318361002
"Block Group 1; Census Tract 8362; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836200> block group:1",146250,41,235,986,153,156,1709,19.9,1700,1702,20,513,456,37,,,276200,170318362001
"Block Group 1; Census Tract 8363; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836300> block group:1",51406,202,469,242,437,15,783,26.7,2133,783,116,489,373,124,,,306100,170318363001
"Block Group 2; Census Tract 8363; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836300> block group:2",73047,262,710,409,361,42,961,32.0,1521,901,24,642,618,78,,,283300,170318363002
"Block Group 1; Census Tract 8364; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836400> block group:1",21106,112,764,0,1402,0,1415,28.5,840,1160,217,645,380,101,,,356000,170318364001
"Block Group 2; Census Tract 8364; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836400> block group:2",18405,132,640,37,743,0,858,53.0,392,804,53,341,288,88,,,472100,170318364002
"Block Group 3; Census Tract 8364; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836400> block group:3",93167,306,1187,71,1082,246,1510,43.8,538,1383,120,967,792,37,,,368800,170318364003
"Block Group 1; Census Tract 8365; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836500> block group:1",30536,68,421,0,675,0,675,36.7,949,612,0,310,310,78,,,-666666666,170318365001
"Block Group 2; Census Tract 8365; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836500> block group:2",-666666666,178,551,185,640,17,847,37.9,-666666666,821,69,405,336,42,,,477600,170318365002
"Block Group 1; Census Tract 8366; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836600> block group:1",84241,160,1090,375,164,659,1318,31.8,1496,1261,26,851,802,55,,,358700,170318366001
"Block Group 2; Census Tract 8366; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836600> block group:2",80130,94,752,451,168,319,957,39.9,1325,957,34,691,632,159,,,204200,170318366002
"Block Group 1; Census Tract 8367; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836700> block group:1",-666666666,23,648,0,591,299,890,35.2,1343,890,30,466,436,46,,,421800,170318367001
"Block Group 2; Census Tract 8367; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836700> block group:2",71744,102,969,84,1350,183,1617,33.8,1373,1585,11,826,815,174,,,276000,170318367002
"Block Group 1; Census Tract 8368; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836800> block group:1",28252,79,609,57,1164,0,1229,24.8,1659,1195,181,741,560,19,,,283300,170318368001
"Block Group 2; Census Tract 8368; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836800> block group:2",12184,48,907,40,1344,22,1406,32.8,724,1177,32,446,414,97,,,316000,170318368002
"Block Group 1; Census Tract 8369; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836900> block group:1",-666666666,226,685,20,946,84,1088,30.0,887,1088,6,338,332,141,,,-666666666,170318369001
"Block Group 2; Census Tract 8369; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:836900> block group:2",-666666666,62,361,35,658,170,906,16.2,1171,800,50,296,220,81,,,237800,170318369002
"Block Group 1; Census Tract 8370; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837000> block group:1",14803,69,520,52,701,33,800,36.2,624,759,152,386,228,28,,,238500,170318370001
"Block Group 2; Census Tract 8370; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837000> block group:2",60536,164,737,116,752,159,1043,37.5,1147,996,15,603,588,212,,,269000,170318370002
"Block Group 1; Census Tract 8371; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837100> block group:1",14397,32,247,52,205,35,334,34.5,881,304,57,148,91,19,,,310900,170318371001
"Block Group 2; Census Tract 8371; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837100> block group:2",58679,204,775,171,542,446,1181,39.4,1441,1132,69,633,542,95,,,241700,170318371002
"Block Group 1; Census Tract 8373; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837300> block group:1",12813,60,745,37,1172,0,1209,38.7,1105,1085,85,471,346,120,,,172400,170318373001
"Block Group 2; Census Tract 8373; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837300> block group:2",32736,47,936,40,1199,19,1306,40.0,1177,1261,104,553,432,154,,,270500,170318373002
"Block Group 1; Census Tract 8374; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837400> block group:1",82788,93,707,36,999,220,1255,28.4,1237,1103,66,551,477,41,,,398800,170318374001
"Block Group 2; Census Tract 8374; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837400> block group:2",37393,92,701,72,717,113,931,34.1,1263,893,195,518,323,107,,,254800,170318374002
"Block Group 1; Census Tract 8378; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837800> block group:1",77071,456,1109,369,1000,255,1684,32.5,1713,1543,100,967,867,257,,,513200,170318378001
"Block Group 2; Census Tract 8378; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:837800> block group:2",31513,130,934,148,794,144,1191,35.2,-666666666,1191,86,566,480,162,,,375000,170318378002
"Block Group 1; Census Tract 8380; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838000> block group:1",92095,265,634,272,647,55,1118,32.4,1640,1010,0,519,519,113,,,348500,170318380001
"Block Group 2; Census Tract 8380; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838000> block group:2",15398,70,1230,164,990,287,1553,38.9,438,1372,256,716,439,160,,,234300,170318380002
"Block Group 1; Census Tract 8381; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838100> block group:1",-666666666,20,93,39,46,0,93,29.7,1203,93,10,64,54,33,,,-666666666,170318381001
"Block Group 2; Census Tract 8381; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838100> block group:2",25188,218,1260,487,781,82,1408,55.6,566,1407,47,756,700,163,,,397700,170318381002
"Block Group 1; Census Tract 8382; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838200> block group:1",84643,267,848,488,348,335,1490,25.7,1693,1460,74,703,606,110,,,380600,170318382001
"Block Group 2; Census Tract 8382; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838200> block group:2",-666666666,43,93,111,144,20,344,18.9,1250,344,10,106,96,29,,,-666666666,170318382002
"Block Group 1; Census Tract 8383; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838300> block group:1",98044,372,919,506,406,32,1146,29.9,1581,1100,34,749,715,126,,,560100,170318383001
"Block Group 2; Census Tract 8383; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838300> block group:2",134621,667,1178,956,185,42,1337,30.3,2776,1330,8,1132,1118,232,,,-666666666,170318383002
"Block Group 1; Census Tract 8386; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838600> block group:1",17216,20,392,13,522,0,599,43.6,864,599,34,179,121,73,,,-666666666,170318386001
"Block Group 2; Census Tract 8386; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838600> block group:2",-666666666,0,555,41,586,226,919,37.0,1110,858,63,335,272,22,,,-666666666,170318386002
"Block Group 1; Census Tract 8387; Cook County; Illinois: Summary level: 150, state:17> county:031> tract:838700> block group:1",21059,39,754,17,1209,36,1262,33.5,820,1262,44,379,335,0,,,437500,170318387001
